#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000020.1	80936	91776	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000020.1&start=80936&end=91776
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000020.1	211757	284300	t2pks	false	polyketomycin	25	BGC0001061	https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000020.1&start=211757&end=284300
Catellatospora	Unknown	NEAU-JM1	NZ_ML769307.1	0	28616	t1pks	true	microansamycin	40	BGC0001666	https://antismash-db.secondarymetabolites.org/area?record=NZ_ML769307.1&start=0&end=28616
Catellatospora	Unknown	NEAU-JM1	NZ_ML769308.1	83103	123691	terpene other hybrid	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_ML769308.1&start=83103&end=123691
Catellatospora	Unknown	NEAU-JM1	NZ_ML769308.1	145204	172017	betalactone	false	streptoseomycin	7	BGC0001784	https://antismash-db.secondarymetabolites.org/area?record=NZ_ML769308.1&start=145204&end=172017
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000025.1	194285	215242	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000025.1&start=194285&end=215242
Catellatospora	Unknown	NEAU-JM1	NZ_ML769310.1	60343	91504	ni-siderophore	false	oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B	6	BGC0002656	https://antismash-db.secondarymetabolites.org/area?record=NZ_ML769310.1&start=60343&end=91504
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000031.1	0	45502	2dos t1pks nrps-like hybrid	true	ansaseomycin A/ansaseomycin B	19	BGC0002453	https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000031.1&start=0&end=45502
Catellatospora	Unknown	NEAU-JM1	NZ_WARX01000031.1	50201	91041	other	false	murayaquinone	3	BGC0001675	https://antismash-db.secondarymetabolites.org/area?record=NZ_WARX01000031.1&start=50201&end=91041
Catellatospora	Unknown	NEAU-JM1	NZ_ML769311.1	22283	63366	t3pks	false	alkylresorcinol	100	BGC0000282	https://antismash-db.secondarymetabolites.org/area?record=NZ_ML769311.1&start=22283&end=63366
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	71520	92477	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=71520&end=92477
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	191296	212169	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=191296&end=212169
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	433773	455975	terpene	false	geosmin	100	BGC0001181	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=433773&end=455975
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	1687800	1742622	t1pks	false	pyrrolomycin A/pyrrolomycin B/pyrrolomycin C/pyrrolomycin D	22	BGC0000130	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=1687800&end=1742622
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	2780224	2815240	napaa	false	auroramycin	4	BGC0001522	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=2780224&end=2815240
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	3505205	3574633	hgle-ks nrps hybrid	false	cinnapeptin	21	BGC0002108	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=3505205&end=3574633
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	3627731	3670818	nrps-like	false	primycin	5	BGC0001447	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=3627731&end=3670818
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	4212408	4253494	t3pks	false	alkylresorcinol	100	BGC0000282	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=4212408&end=4253494
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	4447363	4499880	nrps-like nrps t1pks hybrid	false	phthoxazolin	4	BGC0001740	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=4447363&end=4499880
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	4592710	4648697	nrps	false	erythrochelin	28	BGC0000349	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=4592710&end=4648697
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	4789860	4835823	nrps	false	ansacarbamitocin	6	BGC0002552	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=4789860&end=4835823
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	4992663	5003926	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=4992663&end=5003926
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	5043132	5085055	resorcinol	false	Sch-47554/Sch-47555	3	BGC0000268	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=5043132&end=5085055
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	5548449	5574699	lap	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=5548449&end=5574699
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	6087830	6129639	nrps-like	false	asukamycin	6	BGC0000187	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=6087830&end=6129639
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	6296769	6341068	nrps	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=6296769&end=6341068
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	6447315	6490183	nrps	false	A54145	5	BGC0000291	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=6447315&end=6490183
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	6546440	6599878	nrps	false	lugdunomycin	11	BGC0002016	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=6546440&end=6599878
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	6911183	6990972	nrps-like redox-cofactor nrps t1pks betalactone hybrid	false	tautomycetin	14	BGC0000158	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=6911183&end=6990972
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	7009571	7050171	other	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=7009571&end=7050171
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	7089000	7131547	nrps-like	false	glycinocin A	6	BGC0000379	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=7089000&end=7131547
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	7210911	7234004	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=7210911&end=7234004
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	7363463	7394630	ni-siderophore	false	oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B	10	BGC0002656	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=7363463&end=7394630
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	7778837	7799764	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=7778837&end=7799764
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	7949002	7959827	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=7949002&end=7959827
Catellatospora	Unknown	IY07-71	NZ_AP023360.1	8066823	8139330	t2pks	false	dutomycin	24	BGC0001409	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023360.1&start=8066823&end=8139330
Cellulosimicrobium	Unknown	2020WEIHUA_E	NZ_CP059447.1	1145562	1188330	t3pks ni-siderophore ripp-like hybrid	false	alkylresorcinol	100	BGC0000282	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP059447.1&start=1145562&end=1188330
Cellulosimicrobium	Unknown	2020WEIHUA_E	NZ_CP059447.1	1860780	1903825	nrps-like betalactone hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP059447.1&start=1860780&end=1903825
Cellulosimicrobium	Unknown	2020WEIHUA_E	NZ_CP059447.1	2450810	2496275	nrps-like t1pks hybrid	false	miharamycin B/miharamycin A	35	BGC0002479	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP059447.1&start=2450810&end=2496275
Cellulosimicrobium	Unknown	2020WEIHUA_E	NZ_CP059447.1	3561453	3607681	thioamide-nrp	false	enteromycin	16	BGC0002499	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP059447.1&start=3561453&end=3607681
Cellulosimicrobium	Unknown	2020WEIHUA_E	NZ_CP059447.1	3886772	3897063	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_CP059447.1&start=3886772&end=3897063
Cellulosimicrobium	Unknown	2020WEIHUA_E	NZ_CP059447.1	4063532	4073934	ectoine	false	ectoine	75	BGC0000853	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP059447.1&start=4063532&end=4073934
Cellulosimicrobium	Unknown	2020WEIHUA_E	NZ_CP059447.1	4263090	4284005	terpene	false	7-deoxypactamycin	5	BGC0000119	https://antismash-db.secondarymetabolites.org/area?record=NZ_CP059447.1&start=4263090&end=4284005
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	210669	251725	t3pks	false	loseolamycin A1/loseolamycin A2	92	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=210669&end=251725
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	437861	449100	ripp-like	false	arsono-polyketide	12	BGC0001283	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=437861&end=449100
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	863111	884026	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=863111&end=884026
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	962663	983650	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=962663&end=983650
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	1246387	1306737	betalactone nrps hybrid	false	gausemycin A/gausemycin B	4	BGC0002430	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=1246387&end=1306737
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	1645198	1660056	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=1645198&end=1660056
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	1674795	1752540	nrps betalactone hybrid	false	longicatenamide B/longicatenamide C/longicatenamide A/longicatenamide D	23	BGC0002440	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=1674795&end=1752540
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	2553806	2615642	t1pks pks-like other hybrid	false	chlorizidine A	11	BGC0001172	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=2553806&end=2615642
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	3121149	3163675	nrps-like	false	stenothricin	31	BGC0000431	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=3121149&end=3163675
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	3311722	3371133	nrps nrps-like hybrid	false	catenulisporolides	5	BGC0001963	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=3311722&end=3371133
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	3805181	3826417	terpene	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=3805181&end=3826417
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	4130636	4203149	t2pks	false	xantholipin	14	BGC0000279	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=4130636&end=4203149
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	4448302	4627431	thioamitides thiopeptide t1pks lap nrps hybrid	false	sporolide A/sporolide B	36	BGC0000150	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=4448302&end=4627431
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	4769547	4792833	terpene ripp-like hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin b	30	BGC0001007	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=4769547&end=4792833
Micromonospora	Unknown	DSM 45097	NZ_LT607751.1	4935309	4956335	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_LT607751.1&start=4935309&end=4956335
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000028.1	19623	61693	nrps nrps-like hybrid	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000028.1&start=19623&end=61693
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000013.1	244893	275858	t3pks	true	loseolamycin A1/loseolamycin A2	56	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000013.1&start=244893&end=275858
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000010.1	46627	67602	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000010.1&start=46627&end=67602
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000008.1	268062	289010	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000008.1&start=268062&end=289010
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000005.1	183753	209799	terpene	false	hopene	53	BGC0000663	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000005.1&start=183753&end=209799
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000006.1	184875	205805	terpene	false	aborycin	28	BGC0002285	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000006.1&start=184875&end=205805
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000004.1	269703	299380	ni-siderophore	false	desferrioxamine E	100	BGC0001478	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000004.1&start=269703&end=299380
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000007.1	44551	86405	resorcinol	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000007.1&start=44551&end=86405
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000007.1	101273	155407	t1pks nrps-like hybrid	false	matlystatin A	11	BGC0001443	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000007.1&start=101273&end=155407
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000007.1	293154	359469	napaa hgle-ks nrps hybrid	false	ε-Poly-L-lysine	100	BGC0002174	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000007.1&start=293154&end=359469
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000014.1	138100	148916	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000014.1&start=138100&end=148916
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000001.1	6907	53027	t1pks	false	frankobactin A1/frankobactin A2/frankobactin A3/frankobactin B1/frankobactin B2/frankobactin B3/frankobactin C1	12	BGC0002409	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000001.1&start=6907&end=53027
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000001.1	219872	250886	ni-siderophore	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000001.1&start=219872&end=250886
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000017.1	115929	137938	thioamitides	false	thiovarsolin A/thiovarsolin B/thiovarsolin C/thiovarsolin D	33	BGC0001849	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000017.1&start=115929&end=137938
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000030.1	39103	59545	lanthipeptide-class-i	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000030.1&start=39103&end=59545
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000009.1	74340	146799	t2pks	false	paramagnetoquinone 1/paramagnetoquinone 2	25	BGC0001730	https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000009.1&start=74340&end=146799
Asanoa	Unknown	CGMCC 4.5593	NZ_FZPH01000012.1	258334	281367	nrps-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FZPH01000012.1&start=258334&end=281367
Micromonospora	Unknown	L5	NC_014815.1	221500	242427	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=221500&end=242427
Micromonospora	Unknown	L5	NC_014815.1	313322	334288	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=313322&end=334288
Micromonospora	Unknown	L5	NC_014815.1	821948	865977	nrps	false	ebelactone	5	BGC0001580	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=821948&end=865977
Micromonospora	Unknown	L5	NC_014815.1	1159976	1174789	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=1159976&end=1174789
Micromonospora	Unknown	L5	NC_014815.1	2761811	2802873	t3pks	false	loseolamycin A1/loseolamycin A2	92	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=2761811&end=2802873
Micromonospora	Unknown	L5	NC_014815.1	4057895	4078846	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=4057895&end=4078846
Micromonospora	Unknown	L5	NC_014815.1	4219886	4244469	ripp-like terpene hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	33	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=4219886&end=4244469
Micromonospora	Unknown	L5	NC_014815.1	4594071	4625283	ni-siderophore	false	peucechelin	10	BGC0002466	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=4594071&end=4625283
Micromonospora	Unknown	L5	NC_014815.1	4643389	4739578	hydrogen-cyanide t2pks oligosaccharide other hybrid	false	cinerubin B	65	BGC0000212	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=4643389&end=4739578
Micromonospora	Unknown	L5	NC_014815.1	4791252	4886348	transat-pks nrps nrps-like pks-like hybrid	false	largimiycin 38/largimycin 39	54	BGC0001853	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=4791252&end=4886348
Micromonospora	Unknown	L5	NC_014815.1	5007284	5029399	betalactone	false	tautomycetin	14	BGC0000158	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=5007284&end=5029399
Micromonospora	Unknown	L5	NC_014815.1	5040048	5079051	terpene oligosaccharide hybrid	false	lobosamide A/lobosamide B/lobosamide C	13	BGC0001303	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=5040048&end=5079051
Micromonospora	Unknown	L5	NC_014815.1	5269337	5341912	t2pks	false	formicamycins A-M	18	BGC0001590	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=5269337&end=5341912
Micromonospora	Unknown	L5	NC_014815.1	5524231	5545416	terpene	false	nocathiacin	4	BGC0000609	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=5524231&end=5545416
Micromonospora	Unknown	L5	NC_014815.1	6013882	6081497	nrps t1pks nrps-like hybrid	false	crochelin A	8	BGC0002001	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=6013882&end=6081497
Micromonospora	Unknown	L5	NC_014815.1	6169328	6237228	pks-like nrps t1pks nrps-like hybrid	false	naphthyridinomycin	14	BGC0000394	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=6169328&end=6237228
Micromonospora	Unknown	L5	NC_014815.1	6252796	6282581	ni-siderophore	false	FW0622	50	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NC_014815.1&start=6252796&end=6282581
